price,ppsf,total sq. ft.,days to sell,zip code,bedrooms,bathrooms,half bathrooms,year built,garage
473200,204.49,2314,28,76028,4,0.0,0,1972,True
560813,220.45,2544,385,76126,3,0.0,0,1994,True
63104,48.8,1293,188,76040,3,1,0,1944,False
265106,170.82,1552,23,76180,4,0.0,0,2014,False
281082,101.18,2778,83,76140,3,0.0,0,1940,False
581812,211.26,2754,55,76052,4,2.0,1,2008,True
669580,231.85,2888,19,76135,5,0.0,0,2006,False
356565,130.23,2738,90,76028,4,0.0,0,2015,False
249053,69.96,3560,251,76028,3,0.0,0,2011,True
376685,140.5,2681,250,76017,3,3.0,1,1947,True
326010,174.8,1865,80,76002,2,0.0,0,1932,False
391489,203.48,1924,2,76180,3,0.0,0,2016,True
330628,215.53,1534,16,76107,2,0.0,0,1982,True
484222,196.76,2461,226,76135,4,0.0,0,1971,True
515508,213.37,2416,19,76028,4,0.0,0,2005,True
331048,113.65,2913,77,76126,4,4.0,1,1955,True
679085,295.13,2301,241,76028,4,0.0,0,1994,True
261465,146.89,1780,7,76013,4,0.0,0,1944,False
481268,238.25,2020,44,76180,4,0.0,0,2007,True
279044,129.07,2162,117,76140,3,2.0,1,1980,True
465002,191.04,2434,11,76002,3,3.0,1,1983,False
274416,176.81,1552,202,76013,2,3.0,1,1973,True
250693,147.21,1703,24,76013,3,0.0,0,2000,False
414496,144.88,2861,77,76017,5,5.0,1,1985,True
200601,100.45,1997,1,76028,3,0.0,0,1962,True
433506,230.1,1884,143,76020,4,2.0,1,1946,True
410310,130.38,3147,3,76135,3,5.0,1,1990,False
440716,190.54,2313,92,76040,3,0.0,0,2006,False
308137,132.99,2317,21,76036,3,0.0,0,1962,False
133258,60.41,2206,34,75052,3,0.0,0,1939,True
553204,112.65,4911,309,76092,7,4.0,1,2001,True
406779,182.41,2230,59,76002,4,0.0,0,1976,False
430997,139.48,3090,86,76002,4,0.0,0,1987,False
673697,364.16,1850,104,76126,2,0.0,0,1997,True
397729,127.35,3123,152,76017,4,5.0,1,1943,True
382128,208.24,1835,378,76180,3,0.0,0,1947,True
429947,291.69,1474,298,76180,2,2,0,1933,True
256715,156.53,1640,241,76020,2,0.0,0,1934,True
235219,179.01,1314,4,76117,3,2,0,1966,True
298881,201.0,1487,52,76140,2,2,0,1938,False
288898,59.55,4851,74,76109,7,4.0,1,1973,True
274925,132.81,2070,377,76013,3,0.0,0,1990,False
530247,279.96,1894,56,76180,2,0.0,0,1995,True
143308,51.11,2804,5,76135,5,3.0,1,2013,False
385002,70.54,5458,40,76109,8,6.0,1,1983,False
476856,179.54,2656,43,76028,2,2.0,1,1988,True
1055109,442.39,2385,264,76092,2,0.0,0,1931,True
185688,71.97,2580,132,75052,2,0.0,0,2015,False
510519,160.79,3175,99,76126,5,4.0,1,2008,False
271972,241.75,1125,240,76013,3,2,0,2010,False
93553,41.86,2235,274,76244,2,2.0,1,1970,False
298063,186.87,1595,173,76040,3,0.0,0,1995,True
299874,132.45,2264,82,76002,4,0.0,0,1976,True
243558,167.51,1454,226,76013,2,2,0,1996,False
1581086,400.27,3950,28,76092,3,3.0,1,1993,False
417137,97.92,4260,128,76052,5,6.0,1,1999,True
351695,182.41,1928,91,76135,2,0.0,0,1961,True
282234,91.9,3071,103,75052,3,5.0,1,1969,False
332006,133.12,2494,20,76028,3,2.0,1,1977,True
690039,264.48,2609,383,76135,4,0.0,0,1987,False
377811,89.25,4233,90,76017,5,5.0,1,1949,True
405556,165.2,2455,356,76126,3,0.0,0,1979,False
392778,107.73,3646,0,76017,5,4.0,1,1956,True
184872,85.67,2158,352,75052,3,3.0,1,1962,False
60397,33.29,1814,307,75052,3,2.0,1,2000,True
318715,288.43,1105,205,76020,2,1,0,1968,True
163250,66.63,2450,12,76126,3,0.0,0,2000,True
360798,212.11,1701,221,76120,2,2.0,1,1934,False
344858,290.53,1187,109,76107,2,1,0,1983,True
349777,264.98,1320,119,76107,3,2,0,1998,False
389289,165.16,2357,67,76020,4,0.0,0,1970,True
379924,118.8,3198,93,76017,5,3.0,1,1974,True
342801,207.88,1649,14,76002,4,2.0,1,1975,False
253128,239.7,1056,55,76013,2,1,0,2008,True
385853,123.43,3126,80,76017,4,4.0,1,1933,False
267263,80.67,3313,85,76135,5,0.0,0,1971,False
678976,285.28,2380,262,76040,3,3.0,1,1976,False
878299,408.32,2151,342,76126,2,0.0,0,1999,False
363036,133.03,2729,149,76135,3,0.0,0,1958,True
455796,272.93,1670,89,76002,2,2.0,1,1945,False
170755,109.95,1553,142,76114,2,0.0,0,1994,False
231424,175.85,1316,385,76117,3,1,0,1960,False
126786,49.45,2564,25,75052,3,3.0,1,1957,False
231573,170.65,1357,286,76117,2,2,0,2015,True
329885,254.34,1297,10,76013,3,1,0,1971,True
166476,78.49,2121,436,76020,3,3.0,1,1999,True
236845,179.16,1322,8,76117,2,1,0,1930,True
367011,240.98,1523,178,76107,3,0.0,0,1988,True
230801,182.16,1267,30,76117,2,1,0,1959,False
300898,145.36,2070,290,76020,3,2.0,1,1935,False
498371,255.05,1954,39,76180,3,3.0,1,1950,True
305298,153.11,1994,222,76140,4,2.0,1,1981,True
307994,186.1,1655,21,76140,3,0.0,0,1956,True
1636939,299.81,5460,147,76092,7,5.0,1,1942,True
300741,262.43,1146,4,76140,2,1,0,1963,True
221497,194.13,1141,142,76114,3,1,0,1964,True
322689,243.54,1325,394,76036,3,1,0,1992,True
532240,336.01,1584,0,76040,2,0.0,0,1979,False
1116818,219.85,5080,63,76092,8,5.0,1,1979,False
351212,259.77,1352,11,76107,3,2,0,1977,True
362730,231.33,1568,66,76120,3,3.0,1,1985,True
231982,174.55,1329,180,76117,2,2,0,1995,True
231979,171.2,1355,33,76117,2,2,0,1952,True
586181,239.55,2447,71,76052,3,0.0,0,2006,False
335741,95.38,3520,363,76017,5,4.0,1,1949,True
335231,230.88,1452,130,76107,3,2,0,1985,False
230329,174.1,1323,0,76117,2,1,0,1993,True
283858,151.23,1877,124,76140,4,0.0,0,1943,False
351901,199.83,1761,190,76120,4,0.0,0,2018,True
284788,177.77,1602,77,76140,4,0.0,0,2009,True
534664,464.52,1151,68,76040,3,1,0,2014,True
691339,145.73,4744,243,76052,5,6.0,1,1998,True
280946,120.84,2325,166,76002,4,2.0,1,1967,False
278563,100.17,2781,2,76140,4,3.0,1,1959,False
284194,101.72,2794,93,76017,3,2.0,1,2001,False
340372,215.43,1580,19,76120,4,0.0,0,1975,False
429885,239.89,1792,44,76180,2,2.0,1,1943,False
335966,223.83,1501,68,76107,3,0.0,0,1976,True
351427,223.55,1572,164,76107,2,0.0,0,2017,False
348698,185.28,1882,197,76020,3,2.0,1,1941,False
913000,464.39,1966,90,76126,4,0.0,0,1999,False
332218,92.62,3587,263,76017,4,4.0,1,1941,True
262883,138.07,1904,127,76140,4,0.0,0,1963,True
224197,142.35,1575,155,76180,3,0.0,0,1956,True
283135,183.26,1545,99,76140,3,0.0,0,1948,False
605710,206.66,2931,361,76052,3,5.0,1,1959,False
169959,143.18,1187,4,76114,2,2,0,1934,True
401122,222.11,1806,0,76040,2,3.0,1,1934,False
834886,455.72,1832,81,76040,2,3.0,1,1988,True
447853,163.75,2735,155,76017,4,3.0,1,2008,False
386294,151.73,2546,91,76036,2,3.0,1,1959,True
103854,40.84,2543,87,75052,3,3.0,1,2007,False
351357,170.56,2060,55,76036,2,3.0,1,1934,True
326917,177.58,1841,33,76036,3,3.0,1,2001,True
290988,247.02,1178,142,76013,2,2,0,1987,True
266161,90.25,2949,22,76140,4,0.0,0,1998,True
231345,162.69,1422,21,76117,2,2,0,1991,False
361481,110.68,3266,253,76017,5,4.0,1,1936,False
380999,293.08,1300,42,76107,3,2,0,1975,True
329132,108.48,3034,61,76126,3,4.0,1,1948,False
266060,181.73,1464,145,76013,2,1,0,1947,True
634115,278.0,2281,70,76126,3,0.0,0,1972,True
249260,132.02,1888,27,76140,4,3.0,1,1963,True
342424,190.13,1801,268,76020,3,0.0,0,1969,True
351312,246.19,1427,299,76107,2,1,0,1959,True
371408,231.99,1601,55,76120,2,3.0,1,1991,True
164288,65.17,2521,77,76135,4,2.0,1,2017,False
357567,115.87,3086,143,76002,5,5.0,1,2010,True
536836,146.72,3659,257,76052,4,3.0,1,1971,True
153456,60.42,2540,424,75052,4,2.0,1,1974,True
317201,145.84,2175,170,76036,2,2.0,1,2004,True
336313,99.06,3395,90,76126,4,5.0,1,1953,False
401889,212.53,1891,15,76036,2,0.0,0,1987,True
337023,249.65,1350,36,76107,2,2,0,2004,False
318118,189.47,1679,0,76036,3,0.0,0,1936,False
355312,140.38,2531,98,76002,3,3.0,1,1974,True
280653,215.39,1303,95,76020,2,1,0,2013,True
231596,171.93,1347,151,76117,2,2,0,1999,True
856582,161.31,5310,265,76052,8,4.0,1,1963,True
363324,167.58,2168,21,76036,4,0.0,0,1931,True
569637,281.3,2025,192,76040,3,3.0,1,1947,True
474072,229.91,2062,19,76040,3,2.0,1,1950,True
732464,376.39,1946,59,76109,4,0.0,0,1986,True
360968,235.47,1533,111,76120,3,3.0,1,2009,False
279371,106.75,2617,89,76036,4,0.0,0,1999,False
383109,248.29,1543,191,76120,3,2.0,1,2013,False
675325,205.33,3289,433,76052,5,0.0,0,2010,False
767818,315.97,2430,284,76126,2,3.0,1,1957,False
368893,238.3,1548,111,76120,4,0.0,0,1976,True
330835,254.1,1302,50,76107,3,2,0,1957,True
31805,14.73,2159,10,75052,2,3.0,1,1941,False
310386,134.72,2304,180,76028,4,0.0,0,1991,True
828639,326.62,2537,127,76126,2,0.0,0,2008,True
357053,249.16,1433,11,76017,2,1,0,2009,False
364903,111.25,3280,25,76002,3,5.0,1,1985,False
310526,123.18,2521,133,76036,4,3.0,1,1930,True
121373,67.81,1790,36,76114,3,2.0,1,1945,True
366200,227.03,1613,225,76120,4,2.0,1,1951,False
230074,180.59,1274,81,76117,2,1,0,1989,False
277571,245.2,1132,105,76013,3,2,0,1994,True
307188,32.39,9485,75,76109,6,6.0,1,1996,True
231481,226.94,1020,74,76020,3,2,0,1961,True
372654,157.17,2371,54,76017,4,3.0,1,1997,False
319082,286.17,1115,117,76013,3,2,0,1990,True
537804,205.9,2612,71,76126,4,0.0,0,1999,False
229590,170.32,1348,41,76117,2,2,0,1945,True
283073,39.67,7136,3,76109,5,4.0,1,1938,True
1697173,407.29,4167,108,76092,8,4.0,1,1980,False
539437,299.35,1802,281,76040,3,0.0,0,2018,True
761531,134.64,5656,249,76092,5,5.0,1,1952,True
304845,124.94,2440,177,76002,4,3.0,1,1997,True
56337,18.6,3029,79,75052,5,0.0,0,1932,False
139227,55.05,2529,237,76244,2,2.0,1,2001,False
545656,166.46,3278,110,76126,4,4.0,1,1959,False
177475,53.5,3317,34,75052,4,5.0,1,1974,False
461251,170.27,2709,55,76017,2,0.0,0,1969,True
304122,192.24,1582,147,76020,2,2.0,1,1970,False
316964,244.57,1296,237,76140,3,1,0,1954,False
365881,206.13,1775,112,76120,2,0.0,0,1942,True
230093,169.31,1359,56,76117,2,2,0,1968,False
519713,202.38,2568,268,76126,3,0.0,0,1930,False
298907,92.86,3219,16,76040,3,4.0,1,1997,False
383885,245.61,1563,187,76120,3,0.0,0,1974,True
392767,140.32,2799,181,76126,4,2.0,1,1987,True
370507,144.17,2570,270,76028,2,2.0,1,1978,True
448694,166.06,2702,159,76028,4,0.0,0,1968,True
325131,222.85,1459,22,76107,2,2,0,1934,True
236151,183.06,1290,48,76117,3,2,0,1959,True
303745,231.87,1310,159,76013,2,2,0,1956,False
441034,91.96,4796,347,76109,7,6.0,1,2003,True
352185,225.47,1562,203,76120,4,0.0,0,1970,False
265368,167.21,1587,4,76013,3,0.0,0,1956,True
361205,209.52,1724,307,76120,2,0.0,0,1962,False
629890,198.64,3171,123,76126,5,5.0,1,1977,True
218794,141.25,1549,218,76114,4,3.0,1,1991,False
316214,151.15,2092,146,76036,2,3.0,1,1943,False
465479,204.97,2271,46,76028,3,0.0,0,2001,False
320411,72.25,4435,53,76052,7,4.0,1,1989,False
188156,30.73,6122,137,76109,8,5.0,1,1976,False
135676,104.53,1298,22,76020,3,1,0,1978,True
377292,100.88,3740,36,76002,5,4.0,1,1981,True
452822,168.9,2681,46,76028,2,3.0,1,1968,False
571094,222.48,2567,2,76135,2,0.0,0,1945,True
356642,167.91,2124,34,76180,4,2.0,1,1930,False
303695,135.22,2246,352,76036,2,3.0,1,1982,True
634420,237.97,2666,139,76126,4,2.0,1,2014,False
232264,174.9,1328,192,76117,2,2,0,1932,True
499306,177.06,2820,92,76052,5,5.0,1,1988,False
62913,23.85,2638,59,75052,2,0.0,0,1941,False
528388,243.61,2169,55,76040,4,3.0,1,1931,False
230397,174.94,1317,192,76117,2,1,0,1934,False
424427,51.21,8288,4,76109,6,5.0,1,1992,True
415225,196.14,2117,86,76180,2,3.0,1,1999,True
431099,213.84,2016,67,76180,4,0.0,0,1934,False
727527,305.81,2379,107,76052,4,0.0,0,1976,False
313720,153.94,2038,106,76140,2,0.0,0,1972,False
317337,160.92,1972,19,76036,4,2.0,1,1963,True
323291,164.69,1963,223,76013,2,2.0,1,1951,True
524907,168.46,3116,99,76126,4,5.0,1,1935,True
578837,185.64,3118,115,76028,3,4.0,1,2017,True
61313,32.95,1861,8,76244,3,2.0,1,1966,False
237484,90.85,2614,14,76028,4,0.0,0,1998,False
338329,181.22,1867,7,76120,4,2.0,1,2004,False
313441,90.1,3479,97,76017,4,5.0,1,2018,False
554699,171.89,3227,101,76135,3,0.0,0,1943,False
889419,234.99,3785,8,76092,4,4.0,1,1974,True
232074,168.29,1379,289,76117,2,1,0,1994,True
624598,213.46,2926,19,76040,3,5.0,1,1967,True
435358,57.83,7528,30,76109,7,6.0,1,1981,True
352593,220.78,1597,33,76120,2,0.0,0,1930,True
563829,325.35,1733,9,76180,3,3.0,1,1998,False
593387,184.63,3214,62,76052,3,0.0,0,2014,False
102900,49.19,2092,109,76244,2,2.0,1,1973,True
455381,299.2,1522,16,76135,2,0.0,0,1997,True
602284,236.0,2552,103,76052,2,3.0,1,1999,False
271272,153.78,1764,96,76140,2,3.0,1,2007,True
257501,253.7,1015,43,76109,3,1,0,1934,False
474968,158.75,2992,264,76126,4,5.0,1,2017,True
284035,144.18,1970,169,76180,3,2.0,1,1931,True
336007,278.61,1206,389,76107,3,2,0,1941,True
232725,144.55,1610,0,76114,3,2.0,1,1935,True
297953,210.42,1416,142,76002,2,1,0,1943,False
224277,144.51,1552,45,76020,2,2.0,1,1972,True
354542,115.67,3065,1,76002,3,5.0,1,2004,False
363035,219.49,1654,180,76013,4,3.0,1,1958,True
252882,94.18,2685,175,76002,3,0.0,0,1997,True
448559,124.57,3601,172,76135,3,3.0,1,2012,True
645414,247.85,2604,59,76052,4,0.0,0,1941,True
563554,233.94,2409,49,76126,2,3.0,1,2016,False
86182,28.4,3035,81,75052,5,4.0,1,2014,True
361610,150.8,2398,32,76028,4,0.0,0,1979,False
398040,110.66,3597,55,76109,4,5.0,1,2015,True
351022,180.38,1946,112,76020,4,0.0,0,1994,False
349046,195.43,1786,83,76120,4,0.0,0,1951,True
302407,144.07,2099,102,76135,2,3.0,1,1992,True
355629,152.11,2338,18,76036,2,0.0,0,1980,True
144526,55.93,2584,190,75052,3,0.0,0,1956,False
338221,213.52,1584,122,76002,4,3.0,1,1989,True
281928,142.32,1981,137,76036,4,0.0,0,2008,False
362818,114.92,3157,111,76002,5,5.0,1,1998,False
357176,206.7,1728,339,76120,3,3.0,1,1944,True
100114,49.56,2020,29,75052,4,3.0,1,1987,True
297537,199.96,1488,42,76140,2,2,0,1938,False
104459,49.46,2112,125,75052,3,3.0,1,2013,False
333605,146.19,2282,89,76017,4,3.0,1,1992,False
438646,162.16,2705,121,76028,2,0.0,0,1969,False
338515,164.97,2052,273,76180,2,0.0,0,1958,True
345776,281.81,1227,74,76107,2,1,0,1984,True
335352,146.0,2297,42,76020,3,3.0,1,1973,False
450959,281.15,1604,61,76017,3,0.0,0,2007,True
233728,100.92,2316,141,76020,2,0.0,0,1959,True
352094,251.5,1400,2,76120,3,1,0,1985,False
607610,137.94,4405,149,76052,5,6.0,1,1950,True
337228,219.55,1536,2,76140,4,0.0,0,1966,False
250349,51.23,4887,37,76109,7,4.0,1,1944,True
437570,239.76,1825,201,76180,3,2.0,1,1962,False
495366,184.29,2688,165,76135,3,0.0,0,2009,False
181920,88.05,2066,155,75052,3,0.0,0,1953,True
771752,197.43,3909,33,76052,5,5.0,1,1944,True
340370,119.22,2855,62,76017,4,5.0,1,1992,True
397289,141.84,2801,228,76017,5,5.0,1,2001,True
344019,187.78,1832,129,76020,3,3.0,1,1955,True
641124,273.75,2342,58,76052,3,0.0,0,2006,True
393451,116.68,3372,185,76017,4,3.0,1,1948,True
452358,199.8,2264,155,76135,2,2.0,1,1979,True
386384,147.64,2617,28,76109,2,3.0,1,1952,True
329917,173.46,1902,9,76002,3,0.0,0,2005,True
855957,203.46,4207,41,76092,8,4.0,1,2012,True
286077,104.68,2733,16,76140,4,3.0,1,1960,True
1472768,332.53,4429,65,76092,7,6.0,1,1988,False
324461,157.51,2060,59,76036,2,2.0,1,1933,False
293075,152.41,1923,72,76180,4,0.0,0,1959,True
404300,186.49,2168,49,76002,4,2.0,1,1945,False
222835,140.59,1585,70,76020,2,2.0,1,1944,False
230151,215.7,1067,251,76114,3,2,0,1961,True
216960,75.86,2860,171,76244,3,5.0,1,1968,True
238725,158.52,1506,41,76140,2,0.0,0,1935,False
280318,250.73,1118,48,76020,3,1,0,1978,False
438583,139.81,3137,258,76040,4,5.0,1,1961,True
334259,164.5,2032,144,76036,4,2.0,1,1977,False
233624,174.61,1338,62,76117,2,2,0,1974,False
264922,109.7,2415,283,76135,2,0.0,0,2000,False
348279,163.36,2132,210,76140,4,2.0,1,1967,False
352947,135.8,2599,149,76028,4,3.0,1,1964,False
699278,184.07,3799,81,76126,3,3.0,1,1993,False
258984,182.38,1420,53,76140,3,2,0,1996,True
83971,36.48,2302,177,75052,4,2.0,1,1959,True
353184,204.03,1731,36,76020,4,0.0,0,1932,False
377162,275.3,1370,128,76040,2,2,0,1940,False
289715,258.91,1119,81,76013,2,1,0,1938,False
358385,136.22,2631,167,76002,4,0.0,0,2017,True
352038,221.27,1591,137,76120,4,2.0,1,1960,False
341668,129.22,2644,40,76126,3,3.0,1,1989,True
240053,94.51,2540,278,76140,2,0.0,0,1949,False
554541,177.57,3123,7,76135,5,3.0,1,1934,True
550037,204.32,2692,35,76126,2,0.0,0,1943,False
1481767,311.62,4755,225,76092,8,4.0,1,2002,False
158396,82.89,1911,73,76028,3,2.0,1,1941,True
394153,128.72,3062,5,76028,4,4.0,1,2007,False
259855,125.72,2067,17,76040,2,0.0,0,1975,True
377757,214.15,1764,375,76180,4,0.0,0,2010,True
899768,168.69,5334,19,76092,8,4.0,1,2008,False
204034,121.02,1686,56,76114,2,2.0,1,1937,True
691865,164.85,4197,30,76052,5,4.0,1,1969,False
574482,274.22,2095,111,76028,2,0.0,0,1945,True
383923,260.99,1471,113,76107,2,1,0,1993,True
513689,250.82,2048,345,76180,2,0.0,0,1941,False
358142,105.34,3400,128,76002,5,5.0,1,1986,True
301598,198.55,1519,219,76036,3,3.0,1,1973,True
98372,34.37,2862,287,75052,4,5.0,1,1977,True
236041,177.08,1333,115,76117,2,1,0,1932,True
326016,196.87,1656,144,76180,3,0.0,0,1974,False
247339,229.66,1077,37,76020,2,2,0,1992,True
254774,84.03,3032,14,76028,5,0.0,0,2013,True
111921,50.05,2236,7,76244,4,3.0,1,1971,False
1244066,198.73,6260,256,76092,7,4.0,1,1933,True
387428,211.71,1830,92,76020,4,0.0,0,1992,True
393212,126.43,3110,102,76126,4,3.0,1,1931,True
391683,198.62,1972,120,76036,2,0.0,0,1984,False
309091,247.27,1250,150,76107,2,2,0,1948,True
475596,255.42,1862,225,76180,2,0.0,0,1944,False
317323,224.89,1411,22,76107,3,2,0,2000,False
691501,236.33,2926,373,76135,4,0.0,0,2014,True
33524,21.64,1549,34,75052,2,0.0,0,1959,False
659426,208.15,3168,56,76126,4,5.0,1,1964,True
259528,147.12,1764,240,76036,4,2.0,1,2016,False
291547,186.29,1565,7,76114,4,3.0,1,1991,False
472519,122.13,3869,20,76052,5,4.0,1,1996,False
572301,403.88,1417,138,76180,3,1,0,1967,False
64148,33.29,1927,303,76244,2,2.0,1,1988,False
1591884,465.46,3420,205,76092,3,0.0,0,1947,True
479408,50.24,9543,29,76109,8,6.0,1,1948,True
93100,42.63,2184,397,75052,3,3.0,1,1940,False
331471,211.67,1566,14,76107,2,2.0,1,1977,True
74470,28.99,2569,81,75052,4,0.0,0,1984,True
109120,54.59,1999,41,76244,2,2.0,1,1944,False
1082890,341.39,3172,0,76092,4,5.0,1,1957,False
385586,139.45,2765,7,76028,2,0.0,0,1995,False
379656,36.87,10297,5,76109,8,5.0,1,1930,True
238893,117.22,2038,27,76140,3,0.0,0,1958,False
543562,187.82,2894,72,76040,4,0.0,0,1950,False
379784,236.18,1608,2,76120,4,0.0,0,1946,True
837532,425.79,1967,25,76040,4,0.0,0,1945,False
288656,146.01,1977,71,76036,2,0.0,0,1967,True
124908,51.76,2413,114,76180,3,2.0,1,1933,True
431343,145.18,2971,297,76126,3,4.0,1,1946,True
353587,84.73,4173,93,76017,8,5.0,1,1939,False
514842,356.79,1443,38,76180,3,1,0,1980,True
88441,42.7,2071,142,76244,2,0.0,0,1976,False
266065,128.78,2066,201,76140,4,0.0,0,1962,False
421324,51.65,8157,177,76109,8,6.0,1,1980,False
196065,106.38,1843,19,76028,2,3.0,1,1933,False
382325,199.65,1915,287,76135,4,3.0,1,1985,True
229543,177.94,1290,79,76117,3,1,0,1934,False
320853,161.64,1985,2,76020,2,3.0,1,2013,True
357261,72.6,4921,218,76109,5,4.0,1,1989,True
232156,185.13,1254,175,76114,3,1,0,1947,True
159234,81.24,1960,73,76114,2,3.0,1,1983,False
834242,132.99,6273,3,76092,5,5.0,1,1948,True
342886,104.32,3287,45,76135,5,0.0,0,1943,True
274403,137.2,2000,15,76140,4,3.0,1,1955,False
314827,133.23,2363,16,76036,4,0.0,0,2005,True
360167,231.62,1555,24,76120,2,2.0,1,1960,False
97401,24.66,3949,39,75052,3,0.0,0,1961,True
465137,181.48,2563,142,76135,2,3.0,1,1989,True
370108,311.02,1190,52,76107,3,2,0,1935,True
408233,216.91,1882,18,76180,3,3.0,1,1934,True
67818,21.72,3122,118,75052,4,5.0,1,1971,True
199309,112.1,1778,231,76180,2,0.0,0,2008,True
379717,252.64,1503,370,76180,4,3.0,1,2012,True
362910,295.77,1227,236,76107,2,2,0,1965,True
398451,235.35,1693,8,76135,4,3.0,1,1958,False
394292,119.34,3304,150,76126,5,3.0,1,1954,True
311077,220.31,1412,168,76107,3,2,0,1974,True
489867,305.78,1602,162,76052,3,0.0,0,2012,True
579330,229.53,2524,86,76126,3,0.0,0,1996,False
232858,178.16,1307,30,76117,2,1,0,2008,True
352584,249.53,1413,91,76107,2,1,0,1969,False
319327,153.67,2078,180,76036,3,0.0,0,1989,True
1379460,359.52,3837,358,76092,4,4.0,1,1937,True
257336,116.55,2208,262,76036,2,3.0,1,1965,False
337512,175.88,1919,149,76052,3,0.0,0,1941,True
236069,179.52,1315,101,76117,3,1,0,1976,False
899988,310.45,2899,112,76126,5,4.0,1,1953,False
876596,295.45,2967,3,76126,4,0.0,0,2016,False
249049,77.9,3197,310,76135,3,3.0,1,1935,True
190858,107.95,1768,30,76140,2,0.0,0,1976,False
310885,305.09,1019,135,76013,3,2,0,1936,False
403315,165.02,2444,190,76135,4,3.0,1,2017,True
595202,247.49,2405,14,76135,2,3.0,1,1962,True
145940,114.55,1274,90,76114,3,1,0,2000,False
525074,277.08,1895,196,76180,4,2.0,1,1980,True
539700,138.21,3905,46,76052,3,4.0,1,1951,False
325448,146.73,2218,212,76036,2,0.0,0,2000,False
459677,196.28,2342,160,76052,2,2.0,1,2017,False
344558,207.94,1657,95,76140,2,0.0,0,1995,False
365423,199.58,1831,81,76036,4,2.0,1,1931,False
375751,102.02,3683,85,76052,3,5.0,1,1982,False
516613,193.2,2674,10,76028,2,2.0,1,2009,False
711838,172.44,4128,121,76092,8,5.0,1,1966,False
673648,430.17,1566,122,76028,3,3.0,1,1999,True
654766,231.53,2828,22,76028,4,0.0,0,1994,True
494751,302.6,1635,201,76180,4,0.0,0,1967,False
274587,150.71,1822,154,76114,3,3.0,1,1957,False
1275302,374.21,3408,255,76092,3,0.0,0,1962,True
357027,221.21,1614,105,76120,2,0.0,0,2003,False
522565,235.5,2219,144,76040,4,0.0,0,2014,False
492325,322.41,1527,56,76028,2,3.0,1,1991,True
230307,167.86,1372,90,76117,2,1,0,2015,True
115426,86.59,1333,80,76020,2,2,0,1954,False
360454,238.24,1513,300,76120,3,3.0,1,1947,False
323302,133.6,2420,240,76036,4,0.0,0,1999,True
232769,170.28,1367,6,76117,2,2,0,1985,True
235815,131.45,1794,3,76140,4,0.0,0,1991,False
269295,90.1,2989,345,76109,4,4.0,1,1934,False
300476,86.34,3480,89,76126,3,4.0,1,1994,True
152096,63.8,2384,15,76244,2,0.0,0,1971,True
360703,251.19,1436,9,76107,3,1,0,1946,True
146512,99.8,1468,77,76114,2,2,0,1950,True
662640,233.08,2843,217,76028,5,3.0,1,1934,True
398793,203.05,1964,249,76180,2,0.0,0,1986,True
335548,237.14,1415,24,76107,3,1,0,1959,False
90819,35.5,2558,150,76244,3,3.0,1,2007,True
485760,115.91,4191,0,76109,7,5.0,1,2017,True
380752,286.28,1330,16,76107,2,1,0,1935,False
357821,276.31,1295,55,76107,3,2,0,2018,True
268921,130.73,2057,79,76013,3,2.0,1,2000,False
342696,213.52,1605,245,76107,2,2.0,1,1947,False
279225,175.95,1587,2,76140,4,2.0,1,1980,True
235685,170.54,1382,109,76117,2,1,0,1953,True
348727,268.05,1301,4,76013,3,1,0,1959,False
428786,247.71,1731,45,76180,3,0.0,0,1948,False
262664,26.94,9750,29,76109,8,6.0,1,1942,False
270048,114.09,2367,178,76028,3,0.0,0,2014,True
380460,268.5,1417,37,76107,3,2,0,1936,False
202252,124.31,1627,93,76114,2,0.0,0,1972,True
86382,35.39,2441,331,76244,2,0.0,0,1980,True
296067,112.15,2640,21,76002,2,0.0,0,1945,True
580201,187.46,3095,117,76126,5,5.0,1,1991,False
65475,35.82,1828,110,76244,2,2.0,1,2008,False
206048,176.56,1167,305,76114,3,2,0,2017,True
443497,126.79,3498,249,76052,3,4.0,1,1947,True
552949,185.43,2982,79,76135,4,3.0,1,1998,True
297833,143.33,2078,88,76036,2,3.0,1,2015,False
303115,248.86,1218,92,76036,3,1,0,1960,True
86317,27.03,3193,25,76244,5,5.0,1,1963,True
304069,112.29,2708,155,76020,3,0.0,0,1977,True
191372,121.04,1581,92,76114,2,2.0,1,1986,True
369746,301.59,1226,5,76107,3,1,0,1995,True
264248,182.24,1450,25,76013,3,2,0,2004,True
260163,92.03,2827,120,76140,4,4.0,1,2018,False
686143,241.51,2841,151,76135,5,4.0,1,1983,True
409410,388.8,1053,137,76028,2,1,0,1969,True
335131,224.17,1495,294,76107,2,2,0,2016,False
508810,301.61,1687,114,76135,2,0.0,0,1991,False
347980,170.58,2040,135,76036,3,0.0,0,2001,True
358153,250.98,1427,102,76120,3,2,0,1995,True
324517,64.85,5004,61,76052,6,6.0,1,1974,False
347985,203.38,1711,249,76036,4,0.0,0,2017,False
354337,204.7,1731,23,76120,3,0.0,0,1989,True
121608,58.3,2086,68,76244,3,0.0,0,1962,True
500224,148.43,3370,180,76126,4,3.0,1,1994,False
307180,293.67,1046,341,76013,3,1,0,1952,True
307561,239.16,1286,211,76002,2,1,0,1941,False
